customer_id,customer_code,first_name,last_name,gender,email,phone,city,state,country,postal_code,birth_date,signup_at,segment,is_active,opted_in_marketing
4514,CUST-04514,Om,Mehta,Female,om.mehta.cust-04514@example.com,+91-9893616222,Ahmedabad,GJ,India,634329,1964-10-24,2024-08-27 02:44:44,Gold,True,True
4515,CUST-04515,Rohan,Verma,Male,rohan.verma.cust-04515@example.com,+91-7600155166,Chennai,TN,India,758309,2002-07-17,2024-01-05 02:12:04,Standard,True,True
4516,CUST-04516,Aanya,Nair,Female,aanya.nair.cust-04516@example.com,+91-6416507656,Coimbatore,TN,India,814522,1981-06-05,2025-03-04 16:33:50,Premium,True,True
4517,CUST-04517,Ira,Singh,Male,ira.singh.cust-04517@example.com,+91-9090539040,Noida,UP,India,869350,1984-01-30,2024-03-22 19:56:46,Standard,True,True
4518,CUST-04518,Prisha,Reddy,Other,prisha.reddy.cust-04518@example.com,+91-9065868923,Ahmedabad,GJ,India,480769,1980-03-14,2023-03-14 23:32:12,Platinum,True,False
4519,CUST-04519,Kunal,Roy,Other,kunal.roy.cust-04519@example.com,+91-8900643842,Ahmedabad,GJ,India,738888,1973-06-03,2024-08-15 18:25:53,Standard,True,True
4520,CUST-04520,Shivansh,Sharma,Other,shivansh.sharma.cust-04520@example.com,+91-8768373548,Kolkata,WB,India,355425,1994-12-06,2024-08-25 01:05:04,Premium,True,False
4521,CUST-04521,Kabir,Chopra,Female,kabir.chopra.cust-04521@example.com,+91-8853387657,Bhopal,MP,India,958393,1972-10-11,2024-10-09 02:42:53,Standard,True,False
4522,CUST-04522,Ayaan,Das,Female,ayaan.das.cust-04522@example.com,+91-7537829159,Pune,MH,India,954742,1961-06-24,2024-04-30 16:35:06,Standard,True,False
4523,CUST-04523,Riya,Verma,Female,riya.verma.cust-04523@example.com,+91-6895842952,Howrah,WB,India,223805,1997-01-20,2025-05-07 16:41:49,Standard,True,True
4524,CUST-04524,Aditya,Malhotra,Other,aditya.malhotra.cust-04524@example.com,+91-8504258538,Delhi,DL,India,135937,1995-07-21,2023-03-25 13:53:28,Standard,True,False
4525,CUST-04525,Yash,Das,Other,yash.das.cust-04525@example.com,+91-7685319355,Delhi,DL,India,878236,1998-03-14,2023-01-21 03:22:44,Standard,True,True
4526,CUST-04526,Prisha,Singh,Male,prisha.singh.cust-04526@example.com,+91-9434204249,Delhi,DL,India,949000,2000-10-02,2024-01-26 10:40:35,Gold,True,False
4527,CUST-04527,Ayaan,Verma,Other,ayaan.verma.cust-04527@example.com,+91-8229698931,Indore,MP,India,925164,1987-09-03,2023-11-12 11:38:25,Standard,True,False
4528,CUST-04528,Ayaan,Agarwal,Other,ayaan.agarwal.cust-04528@example.com,+91-9193844047,Delhi,DL,India,666288,2000-07-12,2025-08-22 00:13:00,Premium,True,True
4529,CUST-04529,Kabir,Patel,Female,kabir.patel.cust-04529@example.com,+91-8021673804,Howrah,WB,India,490183,1996-10-18,2024-11-19 06:37:03,Platinum,True,True
4530,CUST-04530,Navya,Mishra,Male,navya.mishra.cust-04530@example.com,+91-9390103490,Noida,UP,India,718872,1976-02-06,2023-12-17 09:03:26,Premium,True,False
4531,CUST-04531,Atharv,Reddy,Male,atharv.reddy.cust-04531@example.com,+91-7303367983,Indore,MP,India,226811,2005-09-16,2024-07-25 06:22:57,Standard,True,True
4532,CUST-04532,Anvi,Khan,Other,anvi.khan.cust-04532@example.com,+91-7932832557,Indore,MP,India,683541,1986-02-20,2025-07-03 00:35:43,Standard,True,True
4533,CUST-04533,Vihaan,Reddy,Male,vihaan.reddy.cust-04533@example.com,+91-6788796611,Hyderabad,TS,India,148689,1960-03-05,2025-04-29 03:17:21,Platinum,True,False
4534,CUST-04534,Vivaan,Ghosh,Female,vivaan.ghosh.cust-04534@example.com,+91-6661448906,Delhi,DL,India,410571,1980-07-28,2025-07-26 07:53:49,Platinum,True,False
4535,CUST-04535,Manan,Pillai,Female,manan.pillai.cust-04535@example.com,+91-7391856867,Bhopal,MP,India,721875,1985-04-28,2023-11-02 04:53:53,Premium,True,False
4536,CUST-04536,Anika,Sharma,Male,anika.sharma.cust-04536@example.com,+91-6570224585,Indore,MP,India,697618,2000-11-03,2023-10-28 14:07:03,Gold,True,False
4537,CUST-04537,Aditya,Gupta,Male,aditya.gupta.cust-04537@example.com,+91-7133412315,Howrah,WB,India,574673,1978-08-18,2024-04-01 23:44:25,Standard,True,True
4538,CUST-04538,Navya,Roy,Other,navya.roy.cust-04538@example.com,+91-9003206631,Coimbatore,TN,India,380442,2002-08-27,2024-11-28 05:01:59,Gold,True,True
4539,CUST-04539,Sara,Gupta,Male,sara.gupta.cust-04539@example.com,+91-6072998955,Chennai,TN,India,448227,1985-08-24,2023-10-03 14:55:00,Standard,True,True
4540,CUST-04540,Saanvi,Malhotra,Female,saanvi.malhotra.cust-04540@example.com,+91-8484333362,Bhopal,MP,India,290938,2005-08-10,2023-04-26 16:24:19,Premium,True,False
4541,CUST-04541,Saanvi,Ghosh,Other,saanvi.ghosh.cust-04541@example.com,+91-9473322063,Indore,MP,India,203455,1980-02-11,2023-10-18 10:59:31,Standard,True,False
4542,CUST-04542,Rudra,Verma,Other,rudra.verma.cust-04542@example.com,+91-7530730022,Bengaluru,KA,India,755504,1960-04-23,2023-09-27 23:33:07,Gold,True,True
4543,CUST-04543,Ira,Das,Male,ira.das.cust-04543@example.com,+91-8036999575,Hyderabad,TS,India,220280,2006-04-26,2025-03-09 05:35:57,Platinum,True,True
4544,CUST-04544,Isha,Singh,Other,isha.singh.cust-04544@example.com,+91-8640116628,Delhi,DL,India,915550,1973-07-06,2023-07-05 09:49:57,Standard,True,True
4545,CUST-04545,Dev,Mehta,Other,dev.mehta.cust-04545@example.com,+91-9308585001,Coimbatore,TN,India,172780,2000-02-07,2024-08-08 22:58:09,Platinum,True,True
4546,CUST-04546,Shrishti,Sharma,Female,shrishti.sharma.cust-04546@example.com,+91-7259463089,Indore,MP,India,441349,1987-05-04,2023-03-05 02:57:14,Standard,True,False
4547,CUST-04547,Riya,Roy,Male,riya.roy.cust-04547@example.com,+91-7549595289,Mysuru,KA,India,440287,1968-03-20,2024-10-27 15:55:45,Gold,True,True
4548,CUST-04548,Avni,Chopra,Female,avni.chopra.cust-04548@example.com,+91-8637599532,Jaipur,RJ,India,236173,1994-04-27,2024-03-09 14:03:31,Standard,True,True
4549,CUST-04549,Kunal,Pillai,Other,kunal.pillai.cust-04549@example.com,+91-7403568742,Coimbatore,TN,India,411301,1966-12-13,2025-05-14 15:30:02,Standard,True,False
4550,CUST-04550,Krishna,Singh,Female,krishna.singh.cust-04550@example.com,+91-7001792256,Howrah,WB,India,529488,1984-04-28,2024-02-15 11:33:58,Standard,True,True
4551,CUST-04551,Aditya,Das,Male,aditya.das.cust-04551@example.com,+91-9685806984,Noida,UP,India,895823,1986-11-23,2023-07-22 01:13:54,Standard,True,True
4552,CUST-04552,Krishna,Mishra,Other,krishna.mishra.cust-04552@example.com,+91-9146277208,Ahmedabad,GJ,India,455381,1964-07-19,2023-09-07 23:51:44,Gold,True,True
4553,CUST-04553,Aarav,Das,Other,aarav.das.cust-04553@example.com,+91-6128164132,Coimbatore,TN,India,687921,1962-06-09,2025-06-26 04:34:41,Gold,True,False
4554,CUST-04554,Krishna,Roy,Male,krishna.roy.cust-04554@example.com,+91-9603998989,Kolkata,WB,India,841922,1992-07-27,2024-02-01 03:41:28,Standard,True,False
4555,CUST-04555,Avni,Singh,Female,avni.singh.cust-04555@example.com,+91-8461919878,Kolkata,WB,India,723261,1989-07-10,2023-01-09 18:27:57,Standard,True,False
4556,CUST-04556,Aditya,Sharma,Other,aditya.sharma.cust-04556@example.com,+91-6031442510,Hyderabad,TS,India,105370,1969-10-27,2024-05-28 12:16:26,Platinum,False,True
4557,CUST-04557,Riya,Malhotra,Other,riya.malhotra.cust-04557@example.com,+91-9729288322,Chennai,TN,India,307073,2007-07-02,2024-12-25 10:05:32,Gold,True,False
4558,CUST-04558,Arjun,Roy,Female,arjun.roy.cust-04558@example.com,+91-9757628379,Ahmedabad,GJ,India,863733,2004-06-01,2023-08-29 11:34:29,Platinum,True,False
4559,CUST-04559,Rohan,Iyer,Male,rohan.iyer.cust-04559@example.com,+91-8401891599,Jaipur,RJ,India,986155,1960-10-09,2023-03-04 01:05:35,Gold,True,True
4560,CUST-04560,Yash,Reddy,Other,yash.reddy.cust-04560@example.com,+91-9359207667,Kolkata,WB,India,942758,2006-09-04,2023-08-27 18:28:38,Standard,True,True
4561,CUST-04561,Anika,Das,Female,anika.das.cust-04561@example.com,+91-8344962278,Chennai,TN,India,670810,1994-10-06,2024-05-16 04:31:09,Standard,True,True
4562,CUST-04562,Avni,Singh,Male,avni.singh.cust-04562@example.com,+91-7342966431,Secunderabad,TS,India,264200,1970-06-28,2025-07-16 05:18:42,Gold,True,True
4563,CUST-04563,Vihaan,Roy,Female,vihaan.roy.cust-04563@example.com,+91-6869728099,Mumbai,MH,India,110353,2000-06-26,2023-03-21 00:01:41,Standard,True,True
4564,CUST-04564,Vihaan,Iyer,Female,vihaan.iyer.cust-04564@example.com,+91-7769739716,Surat,GJ,India,522350,2003-07-11,2025-08-14 07:33:17,Gold,True,True
4565,CUST-04565,Isha,Pillai,Female,isha.pillai.cust-04565@example.com,+91-8930239291,Bengaluru,KA,India,700962,1998-06-09,2024-04-12 19:51:55,Standard,True,False
4566,CUST-04566,Reyansh,Chopra,Female,reyansh.chopra.cust-04566@example.com,+91-7805869195,Kanpur,UP,India,965160,1981-08-05,2025-02-01 01:03:52,Gold,True,True
4567,CUST-04567,Aaradhya,Mehta,Other,aaradhya.mehta.cust-04567@example.com,+91-6912906582,Indore,MP,India,261365,1976-03-08,2025-06-08 14:56:44,Standard,True,True
4568,CUST-04568,Kiara,Sharma,Male,kiara.sharma.cust-04568@example.com,+91-7829298478,Kolkata,WB,India,436159,1990-09-15,2025-05-04 15:27:29,Standard,True,False
4569,CUST-04569,Aditya,Jain,Female,aditya.jain.cust-04569@example.com,+91-6671625626,Hyderabad,TS,India,845802,1991-12-20,2024-07-10 06:23:54,Platinum,True,True
4570,CUST-04570,Aanya,Patel,Male,aanya.patel.cust-04570@example.com,+91-9210192370,Noida,UP,India,257265,1997-09-13,2023-04-24 05:11:34,Standard,True,True
4571,CUST-04571,Isha,Gupta,Other,isha.gupta.cust-04571@example.com,+91-6524394356,Secunderabad,TS,India,686158,1982-09-25,2024-05-08 18:38:33,Standard,False,True
4572,CUST-04572,Aaradhya,Nair,Other,aaradhya.nair.cust-04572@example.com,+91-9491882436,Kolkata,WB,India,762277,2003-06-26,2025-03-27 04:08:52,Gold,True,False
4573,CUST-04573,Reyansh,Patel,Female,reyansh.patel.cust-04573@example.com,+91-9207432105,Bengaluru,KA,India,554411,1962-10-27,2023-12-08 16:46:41,Premium,True,False
4574,CUST-04574,Aadhya,Agarwal,Female,aadhya.agarwal.cust-04574@example.com,+91-6384175022,Nagpur,MH,India,459392,1980-01-31,2023-10-13 15:08:12,Standard,True,False
4575,CUST-04575,Isha,Verma,Male,isha.verma.cust-04575@example.com,+91-9324007212,Kanpur,UP,India,642702,2006-07-07,2025-03-19 17:36:33,Standard,True,True
4576,CUST-04576,Vivaan,Pillai,Male,vivaan.pillai.cust-04576@example.com,+91-7574639904,Gurugram,HR,India,885275,1980-04-22,2023-04-16 21:48:10,Gold,True,False
4577,CUST-04577,Myra,Patel,Male,myra.patel.cust-04577@example.com,+91-6134192713,Pune,MH,India,553115,2000-09-20,2025-02-23 16:59:50,Standard,True,False
4578,CUST-04578,Riya,Kapoor,Female,riya.kapoor.cust-04578@example.com,+91-6866439132,Gurugram,HR,India,508345,1966-04-25,2023-09-05 13:45:45,Standard,False,False
4579,CUST-04579,Arjun,Patel,Male,arjun.patel.cust-04579@example.com,+91-9958709526,Kanpur,UP,India,685396,1993-12-02,2024-10-08 03:02:26,Gold,True,False
4580,CUST-04580,Myra,Agarwal,Other,myra.agarwal.cust-04580@example.com,+91-8998355708,Mumbai,MH,India,386838,2000-01-02,2025-04-23 15:29:44,Platinum,True,True
4581,CUST-04581,Aaradhya,Reddy,Male,aaradhya.reddy.cust-04581@example.com,+91-7761143438,Hyderabad,TS,India,544687,1981-05-05,2025-04-14 06:09:05,Standard,True,True
4582,CUST-04582,Sai,Jain,Female,sai.jain.cust-04582@example.com,+91-9955298071,Noida,UP,India,191177,1997-11-13,2024-09-18 16:28:42,Standard,True,True
4583,CUST-04583,Anvi,Ghosh,Male,anvi.ghosh.cust-04583@example.com,+91-6465889492,Gurugram,HR,India,509926,1987-12-26,2023-05-23 19:58:43,Standard,True,False
4584,CUST-04584,Sara,Reddy,Male,sara.reddy.cust-04584@example.com,+91-9258552516,Chennai,TN,India,117955,1972-11-30,2024-06-26 18:41:10,Standard,True,True
4585,CUST-04585,Riya,Malhotra,Male,riya.malhotra.cust-04585@example.com,+91-8437024105,Indore,MP,India,400374,2005-06-13,2023-12-10 14:51:43,Standard,True,True
4586,CUST-04586,Sai,Kapoor,Male,sai.kapoor.cust-04586@example.com,+91-6147780960,Hyderabad,TS,India,970479,1964-06-09,2023-11-28 10:24:23,Standard,True,False
4587,CUST-04587,Ananya,Patel,Male,ananya.patel.cust-04587@example.com,+91-9242636326,Mumbai,MH,India,793712,2006-04-14,2024-05-30 13:30:51,Standard,True,True
4588,CUST-04588,Muhammad,Mehta,Female,muhammad.mehta.cust-04588@example.com,+91-7384127310,Delhi,DL,India,904963,1977-05-22,2024-05-29 07:03:18,Premium,True,False
4589,CUST-04589,Saanvi,Kapoor,Male,saanvi.kapoor.cust-04589@example.com,+91-8700210058,Pune,MH,India,765680,2007-08-10,2024-07-14 11:31:04,Platinum,True,True
4590,CUST-04590,Anika,Patel,Female,anika.patel.cust-04590@example.com,+91-7038853671,Lucknow,UP,India,452141,1994-12-14,2024-04-01 01:14:43,Standard,True,False
4591,CUST-04591,Navya,Verma,Male,navya.verma.cust-04591@example.com,+91-7718830310,Indore,MP,India,154098,1967-01-16,2023-12-06 08:13:49,Gold,True,False
4592,CUST-04592,Kabir,Das,Other,kabir.das.cust-04592@example.com,+91-9621544647,Jaipur,RJ,India,538662,2001-11-05,2025-08-18 11:10:17,Gold,True,False
4593,CUST-04593,Rudra,Verma,Other,rudra.verma.cust-04593@example.com,+91-7518185381,Hyderabad,TS,India,241009,1976-01-04,2025-04-04 02:25:56,Standard,True,False
4594,CUST-04594,Rudra,Jain,Male,rudra.jain.cust-04594@example.com,+91-8941997653,Surat,GJ,India,650396,1983-06-04,2025-01-07 15:57:32,Premium,True,False
4595,CUST-04595,Aanya,Sharma,Other,aanya.sharma.cust-04595@example.com,+91-9682187406,Bengaluru,KA,India,656202,1983-02-12,2025-05-22 00:04:25,Standard,True,True
4596,CUST-04596,Atharv,Pillai,Female,atharv.pillai.cust-04596@example.com,+91-7513198948,Noida,UP,India,171730,2003-03-04,2023-01-14 16:13:32,Gold,True,True
4597,CUST-04597,Aadhya,Singh,Other,aadhya.singh.cust-04597@example.com,+91-6013994765,Howrah,WB,India,152068,2005-09-22,2023-06-28 05:08:39,Standard,True,False
4598,CUST-04598,Sai,Sharma,Male,sai.sharma.cust-04598@example.com,+91-6138734357,Coimbatore,TN,India,447704,1968-04-29,2024-06-21 12:05:12,Platinum,True,True
4599,CUST-04599,Saanvi,Patel,Male,saanvi.patel.cust-04599@example.com,+91-9238813937,Kanpur,UP,India,208144,1970-05-22,2024-11-23 07:40:45,Standard,True,True
4600,CUST-04600,Aditya,Roy,Other,aditya.roy.cust-04600@example.com,+91-9694827214,Secunderabad,TS,India,814254,1985-10-03,2024-01-09 08:49:05,Standard,True,True
4601,CUST-04601,Ayaan,Nair,Female,ayaan.nair.cust-04601@example.com,+91-9727312569,Delhi,DL,India,661426,1994-07-27,2025-08-11 08:26:06,Gold,True,True
4602,CUST-04602,Kunal,Verma,Other,kunal.verma.cust-04602@example.com,+91-8392033009,Kolkata,WB,India,543428,1978-06-13,2025-08-22 21:28:05,Standard,True,False
4603,CUST-04603,Navya,Gupta,Male,navya.gupta.cust-04603@example.com,+91-9846298201,Indore,MP,India,264887,2004-01-07,2024-01-14 18:32:07,Standard,True,False
4604,CUST-04604,Prisha,Roy,Male,prisha.roy.cust-04604@example.com,+91-8373202535,Lucknow,UP,India,886560,1997-03-19,2023-03-03 22:43:53,Gold,True,False
4605,CUST-04605,Kiara,Iyer,Female,kiara.iyer.cust-04605@example.com,+91-6881134698,Nagpur,MH,India,653893,1967-12-26,2024-05-13 13:23:56,Premium,True,True
4606,CUST-04606,Muhammad,Kapoor,Other,muhammad.kapoor.cust-04606@example.com,+91-9095614880,Kolkata,WB,India,487134,1966-09-11,2024-08-15 10:36:04,Standard,True,False
4607,CUST-04607,Ira,Nair,Female,ira.nair.cust-04607@example.com,+91-9593675359,Kanpur,UP,India,313387,1999-03-29,2023-06-26 02:53:24,Standard,True,True
4608,CUST-04608,Shrishti,Das,Other,shrishti.das.cust-04608@example.com,+91-8041558301,Mumbai,MH,India,731212,1968-08-30,2024-08-22 10:29:51,Gold,True,True
4609,CUST-04609,Anvi,Nair,Male,anvi.nair.cust-04609@example.com,+91-8109069295,Indore,MP,India,318900,1972-08-01,2024-02-03 14:23:21,Gold,True,True
4610,CUST-04610,Vivaan,Pillai,Female,vivaan.pillai.cust-04610@example.com,+91-8253112904,Nagpur,MH,India,285132,1975-03-14,2025-04-19 05:30:24,Gold,True,False
4611,CUST-04611,Yash,Sharma,Other,yash.sharma.cust-04611@example.com,+91-8034658555,Howrah,WB,India,704110,1962-02-12,2024-03-15 08:37:45,Platinum,True,False
4612,CUST-04612,Myra,Jain,Other,myra.jain.cust-04612@example.com,+91-9860045126,Noida,UP,India,543761,1997-11-18,2023-02-08 09:05:46,Standard,True,True
4613,CUST-04613,Aditya,Pillai,Female,aditya.pillai.cust-04613@example.com,+91-7944528791,Mysuru,KA,India,515791,2006-11-22,2025-03-13 22:13:44,Standard,True,True
4614,CUST-04614,Shrishti,Patel,Male,shrishti.patel.cust-04614@example.com,+91-9268471671,Kanpur,UP,India,318043,1963-06-03,2024-08-05 11:26:56,Standard,True,False
4615,CUST-04615,Avni,Pillai,Female,avni.pillai.cust-04615@example.com,+91-8717693431,Coimbatore,TN,India,626024,1993-01-15,2025-03-09 22:49:53,Standard,False,True
4616,CUST-04616,Aanya,Ghosh,Male,aanya.ghosh.cust-04616@example.com,+91-6635734623,Bhopal,MP,India,297533,1967-10-02,2025-03-01 07:02:15,Standard,True,False
4617,CUST-04617,Atharv,Mehta,Male,atharv.mehta.cust-04617@example.com,+91-9939423503,Noida,UP,India,916230,1976-11-25,2024-11-23 03:33:54,Standard,True,False
4618,CUST-04618,Nisha,Khan,Female,nisha.khan.cust-04618@example.com,+91-9786891008,Jaipur,RJ,India,163967,1974-05-12,2025-01-26 05:23:42,Gold,True,False
4619,CUST-04619,Shivansh,Nair,Male,shivansh.nair.cust-04619@example.com,+91-8325112683,Bhopal,MP,India,271991,1968-04-21,2023-03-10 02:54:30,Standard,True,False
4620,CUST-04620,Aditya,Ghosh,Male,aditya.ghosh.cust-04620@example.com,+91-9745809974,Kolkata,WB,India,659319,1997-12-25,2024-04-05 11:51:33,Gold,True,False
4621,CUST-04621,Anika,Patel,Other,anika.patel.cust-04621@example.com,+91-9218129957,Coimbatore,TN,India,778073,1991-11-10,2023-10-27 01:22:55,Gold,False,True
4622,CUST-04622,Nisha,Agarwal,Male,nisha.agarwal.cust-04622@example.com,+91-8381277840,Chennai,TN,India,827485,1995-09-26,2024-05-12 14:07:30,Gold,True,True
4623,CUST-04623,Ayaan,Singh,Other,ayaan.singh.cust-04623@example.com,+91-6626287344,Delhi,DL,India,921121,2001-11-16,2025-03-09 07:22:59,Gold,True,True
4624,CUST-04624,Kiara,Malhotra,Other,kiara.malhotra.cust-04624@example.com,+91-9126025324,Kolkata,WB,India,570926,1985-12-17,2023-05-08 22:03:38,Standard,True,True
4625,CUST-04625,Yash,Verma,Female,yash.verma.cust-04625@example.com,+91-7823796135,Chennai,TN,India,932941,2006-05-23,2023-05-30 01:30:54,Standard,True,True
4626,CUST-04626,Arjun,Singh,Other,arjun.singh.cust-04626@example.com,+91-6698909495,Coimbatore,TN,India,150922,1966-11-08,2023-09-18 00:55:50,Standard,False,True
4627,CUST-04627,Kiara,Jain,Male,kiara.jain.cust-04627@example.com,+91-6634530047,Hyderabad,TS,India,264443,1979-09-23,2025-04-15 17:09:19,Standard,True,True
4628,CUST-04628,Pari,Agarwal,Female,pari.agarwal.cust-04628@example.com,+91-7246708450,Lucknow,UP,India,356981,1981-03-26,2025-04-08 07:21:14,Platinum,True,False
4629,CUST-04629,Muhammad,Sharma,Other,muhammad.sharma.cust-04629@example.com,+91-6485318246,Noida,UP,India,643218,2002-05-11,2023-01-12 09:18:14,Standard,True,False
4630,CUST-04630,Arjun,Patel,Other,arjun.patel.cust-04630@example.com,+91-7150795675,Coimbatore,TN,India,301358,2001-08-07,2023-04-12 16:57:59,Standard,True,True
4631,CUST-04631,Diya,Mishra,Other,diya.mishra.cust-04631@example.com,+91-8982696195,Hyderabad,TS,India,913622,1975-04-15,2023-11-24 10:30:10,Standard,True,True
4632,CUST-04632,Shivansh,Ghosh,Female,shivansh.ghosh.cust-04632@example.com,+91-8790541331,Jaipur,RJ,India,736905,1985-05-09,2023-11-28 03:44:41,Standard,True,True
4633,CUST-04633,Aarav,Kapoor,Male,aarav.kapoor.cust-04633@example.com,+91-9441204746,Delhi,DL,India,732160,1989-07-28,2024-10-20 23:40:28,Premium,True,True
4634,CUST-04634,Diya,Malhotra,Female,diya.malhotra.cust-04634@example.com,+91-9736511332,Mumbai,MH,India,582188,1983-11-07,2023-06-11 10:40:20,Gold,True,False
4635,CUST-04635,Aditya,Pillai,Male,aditya.pillai.cust-04635@example.com,+91-9143735740,Jaipur,RJ,India,101929,1969-01-17,2023-11-16 08:33:42,Standard,True,True
4636,CUST-04636,Prisha,Malhotra,Female,prisha.malhotra.cust-04636@example.com,+91-8882005508,Pune,MH,India,694626,1995-06-05,2025-04-15 08:55:48,Standard,True,True
4637,CUST-04637,Arjun,Reddy,Male,arjun.reddy.cust-04637@example.com,+91-8168280816,Hyderabad,TS,India,234625,1968-07-20,2024-11-07 02:50:23,Standard,False,False
4638,CUST-04638,Myra,Mehta,Male,myra.mehta.cust-04638@example.com,+91-7366520410,Noida,UP,India,869500,1995-12-21,2023-04-23 00:50:48,Standard,True,True
4639,CUST-04639,Prisha,Jain,Female,prisha.jain.cust-04639@example.com,+91-8395178801,Hyderabad,TS,India,981982,1978-04-05,2023-08-27 20:23:10,Premium,True,False
4640,CUST-04640,Om,Mishra,Other,om.mishra.cust-04640@example.com,+91-7826244863,Mysuru,KA,India,751001,2005-09-26,2023-02-06 21:34:26,Gold,True,False
4641,CUST-04641,Navya,Sharma,Male,navya.sharma.cust-04641@example.com,+91-7672152409,Delhi,DL,India,717139,2007-12-30,2024-12-14 09:09:27,Platinum,True,True
4642,CUST-04642,Dev,Roy,Male,dev.roy.cust-04642@example.com,+91-6277041256,Chennai,TN,India,299357,1983-09-18,2024-05-30 07:14:44,Platinum,True,True
4643,CUST-04643,Isha,Chopra,Other,isha.chopra.cust-04643@example.com,+91-8700825123,Coimbatore,TN,India,733653,1965-08-15,2023-02-28 20:30:15,Premium,True,False
4644,CUST-04644,Navya,Iyer,Other,navya.iyer.cust-04644@example.com,+91-6733623425,Ahmedabad,GJ,India,575325,1973-06-06,2023-05-16 23:00:56,Standard,True,False
4645,CUST-04645,Rudra,Jain,Other,rudra.jain.cust-04645@example.com,+91-8407936528,Secunderabad,TS,India,605920,2005-04-18,2023-04-24 18:53:04,Standard,True,True
4646,CUST-04646,Om,Reddy,Female,om.reddy.cust-04646@example.com,+91-6067910428,Delhi,DL,India,316282,1988-03-27,2023-03-26 07:15:37,Standard,True,True
4647,CUST-04647,Diya,Sharma,Male,diya.sharma.cust-04647@example.com,+91-9355988714,Lucknow,UP,India,746660,1971-01-16,2023-10-04 12:01:43,Standard,True,True
4648,CUST-04648,Anika,Chopra,Other,anika.chopra.cust-04648@example.com,+91-7532843578,Lucknow,UP,India,515970,2007-05-03,2024-01-27 07:48:39,Standard,True,True
4649,CUST-04649,Rudra,Iyer,Female,rudra.iyer.cust-04649@example.com,+91-8453045335,Nagpur,MH,India,725626,1997-09-23,2025-05-16 22:53:14,Standard,True,True
4650,CUST-04650,Rudra,Mehta,Female,rudra.mehta.cust-04650@example.com,+91-6256081085,Kolkata,WB,India,993419,2005-03-08,2023-04-20 10:16:17,Standard,True,True
4651,CUST-04651,Nisha,Das,Female,nisha.das.cust-04651@example.com,+91-6644329076,Nagpur,MH,India,977498,1971-11-24,2025-06-12 04:08:52,Platinum,True,True
4652,CUST-04652,Rohan,Iyer,Other,rohan.iyer.cust-04652@example.com,+91-7067814464,Lucknow,UP,India,959106,1986-06-10,2023-12-20 15:14:39,Standard,True,False
4653,CUST-04653,Reyansh,Chopra,Male,reyansh.chopra.cust-04653@example.com,+91-7336671288,Delhi,DL,India,948241,1964-04-08,2024-02-06 19:05:41,Premium,True,False
4654,CUST-04654,Kiara,Pillai,Male,kiara.pillai.cust-04654@example.com,+91-6522566295,Gurugram,HR,India,151327,1978-08-13,2024-09-25 05:39:05,Standard,True,False
4655,CUST-04655,Aarav,Malhotra,Other,aarav.malhotra.cust-04655@example.com,+91-8546622308,Ahmedabad,GJ,India,350713,1994-11-10,2024-08-25 18:54:14,Standard,True,True
4656,CUST-04656,Ananya,Reddy,Female,ananya.reddy.cust-04656@example.com,+91-7975235796,Bhopal,MP,India,177574,1978-09-28,2024-12-01 19:11:01,Standard,True,True
4657,CUST-04657,Aditya,Roy,Other,aditya.roy.cust-04657@example.com,+91-6024201197,Delhi,DL,India,740638,1962-10-26,2024-09-20 06:54:54,Standard,True,False
4658,CUST-04658,Kunal,Reddy,Male,kunal.reddy.cust-04658@example.com,+91-9574707670,Coimbatore,TN,India,377613,1967-09-14,2024-11-03 16:20:36,Standard,True,False
4659,CUST-04659,Aanya,Das,Other,aanya.das.cust-04659@example.com,+91-8938358655,Jaipur,RJ,India,650563,1965-12-11,2024-05-06 12:24:19,Platinum,True,False
4660,CUST-04660,Yash,Nair,Other,yash.nair.cust-04660@example.com,+91-6787384110,Mumbai,MH,India,741171,1999-06-01,2023-01-27 05:44:27,Gold,True,False
4661,CUST-04661,Pari,Pillai,Other,pari.pillai.cust-04661@example.com,+91-6308582592,Secunderabad,TS,India,261823,2006-10-19,2024-08-28 01:40:55,Gold,True,False
4662,CUST-04662,Diya,Khan,Male,diya.khan.cust-04662@example.com,+91-7194600785,Kanpur,UP,India,850411,2006-12-14,2023-07-03 18:45:30,Gold,True,True
4663,CUST-04663,Shrishti,Sharma,Other,shrishti.sharma.cust-04663@example.com,+91-9783126922,Kolkata,WB,India,393631,1977-10-08,2025-04-10 20:04:14,Platinum,True,True
4664,CUST-04664,Saanvi,Malhotra,Female,saanvi.malhotra.cust-04664@example.com,+91-9888823900,Coimbatore,TN,India,225637,1973-01-28,2023-01-10 03:55:40,Standard,True,True
4665,CUST-04665,Aaradhya,Kapoor,Other,aaradhya.kapoor.cust-04665@example.com,+91-8661840708,Chennai,TN,India,274135,2004-03-29,2025-08-18 13:44:06,Premium,True,False
4666,CUST-04666,Krishna,Jain,Female,krishna.jain.cust-04666@example.com,+91-9878032409,Mumbai,MH,India,854800,1969-10-19,2023-04-09 05:40:05,Standard,True,True
4667,CUST-04667,Krishna,Roy,Male,krishna.roy.cust-04667@example.com,+91-7672608860,Nagpur,MH,India,808952,1994-12-22,2025-06-28 17:02:57,Standard,True,False
